Seeding Density,ctrl,80,80,80,80,70,70,70,70,70,70,70,70,70,70,70,70,60,60,60,60,60,60,60
Beating,ctrl,0,0,0,0,3,3,3,3,3,2,2,2,1,1,1,0,3,2,2,2,2,0,0
device,2002-NS32-0703-AAH4,2002-NS32-0703-AAH4,2002-NS32-0703-AAH4,2002-NS32-0703-AAH4,2002-NS32-0703-AAH4,2002-NS32-0703-AAH4,2002-NS32-0703-AAH4,2002-NS32-0703-AAH4,2002-NS32-0703-AAH4,2002-NS32-0703-AAH4,2002-NS32-0703-AAH4,2002-NS32-0703-AAH4,2002-NS32-0703-AAH4,2002-NS32-0703-AAH4,2002-NS32-0703-AAH4,2002-NS32-0703-AAH4,2002-NS32-0703-AAH4,2002-NS32-0703-AAH4,2002-NS32-0703-AAH4,2002-NS32-0703-AAH4,2002-NS32-0703-AAH4,2002-NS32-0703-AAH4,2002-NS32-0703-AAH4,2002-NS32-0703-AAH4
plate,3-AAH4,3-AAH4,3-AAH4,3-AAH4,3-AAH4,3-AAH4,3-AAH4,3-AAH4,3-AAH4,3-AAH4,3-AAH4,3-AAH4,3-AAH4,3-AAH4,3-AAH4,3-AAH4,3-AAH4,3-AAH4,3-AAH4,3-AAH4,3-AAH4,3-AAH4,3-AAH4,3-AAH4
well,F10-CTRL,G9,G4,G3,G10,D9,D10,C4,C3,B9,D4,D3,B4,C9,C10,B10,B3,F3,F9,F4,E4,E3,E9,E10
measurement,Flux,Flux,Flux,Flux,Flux,Flux,Flux,Flux,Flux,Flux,Flux,Flux,Flux,Flux,Flux,Flux,Flux,Flux,Flux,Flux,Flux,Flux,Flux,Flux
2021-02-15 17:15:00+00:00,-0.593392685,18.55038018,22.24027774,19.5577246,18.96740365,9.656482841,14.29487473,11.43370489,21.71510027,14.48035286,11.97614168,20.03921842,25.55974558,17.78127878,23.35390688,19.9319591,20.64028414,12.35397802,7.472856543,8.687367791,7.961952094,3.860237681,12.89229876,13.50515034
2021-02-15 17:30:00+00:00,-0.226677726,15.84237483,19.4325967,16.17705416,15.99464068,7.166139995,11.91943177,8.174246953,17.71085135,11.00168049,8.619676552,16.79657426,19.8834255,16.34835739,21.17299357,17.28974888,19.6685793,10.64726426,4.158795893,5.279679055,5.455901028,4.602573182,11.51593617,10.30811127
2021-02-15 17:45:00+00:00,-0.062169027,17.83279002,23.99907506,17.27997644,20.67571602,8.736589329,15.17300439,12.06184682,20.9798082,13.29926714,12.10450543,19.60635469,21.86229301,17.98633158,22.49064088,22.94045631,22.70139054,12.77442811,5.288432953,6.421255023,7.581520513,7.485566302,13.71437444,13.19247951
2021-02-15 18:00:00+00:00,0.10781592,16.56738335,22.41983996,16.83296431,19.94860242,6.199525942,12.4419277,8.42344267,19.14350295,10.35295376,9.241398894,16.16399029,19.44077884,16.7279937,21.27601797,21.78092667,21.07817541,10.9851983,3.152780565,3.77824609,3.957983913,8.864384037,11.93408511,10.39922842
2021-02-15 18:15:00+00:00,0.176456927,18.48920561,25.23895198,18.62903697,23.57448787,7.581545113,14.9188184,11.69566878,22.22585086,12.98425057,11.932363,18.0389209,21.17953624,18.67273991,23.85792512,24.76628284,22.41109808,12.73076823,4.863085743,5.56245476,5.102493698,11.30348196,13.92570698,13.48520921
2021-02-15 18:30:00+00:00,0.16258227,17.68444415,23.27346553,18.62671471,23.80311117,7.856839603,12.18482057,8.639368249,20.36991913,11.8906265,10.06999345,15.15939279,20.26774028,17.27718779,24.20503448,23.29947059,20.21610998,11.69989346,4.358853236,3.630816589,2.51073534,11.53742925,11.84577552,11.41609758
2021-02-15 18:45:00+00:00,0.19533407,19.82152564,24.8498003,21.03178122,27.46799725,10.48391332,15.63604714,11.38702219,23.28869763,14.92726392,11.40709349,17.75888918,21.60727348,19.78601933,26.69545789,25.4879788,22.86511582,12.78542069,6.719205576,5.094174979,4.499218444,13.26373679,12.75021738,15.30245609
2021-02-15 19:00:00+00:00,0.160757291,18.73346614,22.49582827,20.17019312,28.66009829,10.07811318,14.87244768,10.73492061,21.76177338,13.71063308,10.88735541,15.7960643,22.7691022,18.02843572,26.56719054,25.58184489,22.65604591,11.86327818,5.037084337,4.463995516,4.560928224,13.48794861,11.08299412,13.70457193
2021-02-15 19:15:00+00:00,0.229331174,21.5671108,24.65066544,21.99200699,32.49786491,11.27903488,17.94746947,13.1889278,24.71800123,15.50237262,12.51824252,18.3676802,25.09151939,20.40888536,28.40340857,28.42758509,25.30601113,12.93227566,6.785798664,6.713967451,6.386840285,15.67894522,12.80601436,16.42901138
2021-02-15 19:30:00+00:00,0.269737664,21.18597017,23.70328557,19.84276674,35.17501642,10.61479878,17.42663805,11.32157117,23.60671503,13.37459727,13.3243256,17.13916629,26.53631126,18.70430753,27.48703511,30.74565407,25.45299567,11.09340549,4.99823647,7.031151419,5.630609459,13.85501441,11.34031611,15.9350072
2021-02-15 19:45:00+00:00,0.293238958,23.92907078,26.00913615,21.39668724,39.94469507,12.60038098,20.02445346,14.19458572,26.89191579,14.34734488,14.96201684,20.43254397,29.38756295,20.19155635,29.5346453,33.4552852,27.27828272,12.48131172,6.206241252,8.799083596,7.093079742,14.86950845,13.0842831,18.80848436
2021-02-15 20:00:00+00:00,0.297361865,22.7705878,26.62251042,21.81801876,44.96703239,11.91923514,19.41358037,13.93205389,26.72499023,15.13169251,15.58519514,20.09106337,31.68351585,19.93280079,28.80262051,34.57896092,27.09561559,10.86544431,5.560597009,8.234209517,6.198474671,12.55811333,11.28430938,18.8336083
2021-02-15 20:15:00+00:00,0.254035874,24.71084488,28.11634993,24.75439196,48.13967992,14.33503646,22.49214821,17.04847659,29.28393342,17.59059013,16.76425183,22.83854487,35.59986214,21.95247599,31.11960186,36.66649878,28.86488694,12.23238895,7.080457057,10.18492701,7.636525469,13.22843068,13.13096442,20.58057398
2021-02-15 20:30:00+00:00,0.183170976,25.22879745,26.68493484,26.03895528,49.75102411,13.90372327,21.54234172,16.93962456,29.21247501,18.13420278,17.83903513,22.59712347,38.47787996,22.0122431,32.15737384,39.33232726,27.86027348,12.40088268,6.266094511,9.339688069,5.950720834,13.33811961,12.48705007,20.47168306
2021-02-15 20:45:00+00:00,0.139230966,27.67235035,29.73647616,29.67591615,52.64801421,15.6774687,23.74723276,20.68830433,32.38873065,19.32569887,19.20055594,25.08515378,42.24637014,24.32882586,35.22298445,42.78586745,31.27742474,14.45034505,7.337368848,12.12575225,7.850802829,15.27524367,13.51776897,21.11945508
2021-02-15 21:00:00+00:00,0.107060777,27.27819983,31.72157269,31.25082962,55.42466253,16.03702103,23.59109206,21.35197537,33.43239377,18.42065135,20.70444763,23.51850935,48.11868571,25.35293134,36.58208598,44.10694266,34.25942133,15.24940513,6.392106487,12.38811108,8.610483768,16.14394663,12.1629223,21.05952238
2021-02-15 21:15:00+00:00,0.110009417,29.48235561,35.09883287,32.85750513,60.22294808,17.35139903,27.04502871,24.81250802,35.90492937,19.94588294,23.41090628,24.91872395,52.6034961,27.74206274,40.0293992,46.84915623,40.0438233,16.75364372,8.362726787,13.54631441,11.26391693,18.19532142,13.01450576,21.06636169
2021-02-15 21:30:00+00:00,0.069490579,29.97905842,38.20599842,32.66296197,62.54372297,17.9116704,29.56708293,27.19061117,37.72014335,19.69779398,21.69473978,23.99109041,57.85376886,29.21114658,43.08721581,44.15331606,43.89133434,16.66356432,7.883065752,13.00436933,11.1582438,17.71263571,13.43043694,21.7414047
2021-02-15 21:45:00+00:00,-0.005782867,32.42322463,42.11680134,33.95167488,64.79811332,20.8060393,34.51971094,31.34541493,40.3749436,22.34424796,23.02840895,26.61838152,61.73831599,30.66964414,48.3819271,46.06867054,48.69458514,18.42881418,9.253020804,14.42573831,12.30169249,19.3691237,14.94501928,22.50387208
2021-02-15 22:00:00+00:00,-0.105464559,33.43003179,44.39729512,37.01440726,63.57761386,22.14472305,37.28405128,34.50695658,42.53232622,24.65236276,21.83054313,27.68017895,63.48440245,30.40667853,52.8575466,44.92093686,50.71632898,18.83798109,9.654966818,14.59735066,11.60532915,18.83075336,15.42725713,24.40677531
2021-02-15 22:15:00+00:00,-0.155876818,36.05128597,48.48412738,40.34589172,65.23915563,24.68248023,42.25743438,38.26187609,47.1087977,30.13390814,23.49481919,30.83767622,66.47630488,31.58157885,58.95972704,48.90150275,56.44510196,21.57112808,10.41097257,16.48495387,13.16541708,20.36783851,16.61714381,26.87976348
2021-02-15 22:30:00+00:00,-0.189768996,40.33009175,50.51891043,43.41546236,64.18798122,25.39562931,44.43240604,37.02967203,52.12976569,32.67376368,24.87397513,31.60369312,65.87021242,29.49326012,61.25957822,46.83550785,57.94483241,22.48843203,10.03927905,16.01560166,14.2538126,20.55112689,16.97672526,27.17114262
2021-02-15 22:45:00+00:00,-0.16780958,46.32642915,54.49737395,45.33852059,65.36054948,27.66508524,48.4287394,38.54469139,55.35161497,36.04959099,27.09204363,34.70331227,70.13389456,33.7360849,64.8260186,48.15534719,62.27710739,24.3106006,11.58501183,18.16642418,17.62551573,22.4232614,18.1794783,29.06023667
2021-02-15 23:00:00+00:00,-0.077650805,50.95458349,57.95717994,46.74538497,68.64609873,31.9795002,48.80776603,40.0772264,58.69310312,41.6552345,30.62990698,38.07196377,70.31702572,39.71241151,65.38637293,49.35560251,61.76882851,25.86812029,13.38470384,20.46042802,20.30123883,26.59345501,21.46970368,31.6169259
2021-02-15 23:15:00+00:00,0.320383987,60.76605433,65.99505615,57.83784646,78.21778895,37.92918614,53.47229287,43.15280937,64.45841085,52.98348937,37.9622267,44.44980718,78.33184539,48.71483291,66.48196826,57.84415314,64.07327305,32.10353022,18.90908877,26.64836793,25.98184086,32.94533917,26.21915122,37.69931123
2021-02-15 23:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-15 23:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-16 00:00:00+00:00,0.473296874,64.7280468,69.30689141,,83.24694054,40.11676442,55.52119321,45.25546912,67.1140018,57.74519072,40.94653992,47.88923227,79.52800907,52.3229748,66.25045509,62.40384675,64.96655687,,20.88614901,28.57630423,27.97657195,,27.80817353,41.45377456
2021-02-16 00:15:00+00:00,0.704077411,70.7210376,73.86823968,72.58240432,90.53764957,43.81562161,55.63572558,52.43532084,72.68030542,64.53072114,50.20878926,52.98215298,87.55073662,56.9260145,68.02809457,66.86713892,69.57612724,40.9779143,24.76617203,33.24332973,31.30218598,42.50055093,30.74712011,45.13339662
