,CHIR,control,seed,cTnT,expID,wellNum,DN_HistogramMode_5,DN_HistogramMode_10,CO_f1ecac,CO_FirstMin_ac,CO_HistogramAMI_even_2_5,CO_trev_1_num,MD_hrv_classic_pnn40,SB_BinaryStats_mean_longstretch1,SB_TransitionMatrix_3ac_sumdiagcov,PD_PeriodicityWang_th0_01,CO_Embed2_Dist_tau_d_expfit_meandiff,IN_AutoMutualInfoStats_40_gaussian_fmmi,FC_LocalSimple_mean1_tauresrat,DN_OutlierInclude_p_001_mdrmd,DN_OutlierInclude_n_001_mdrmd,SP_Summaries_welch_rect_area_5_1,SB_BinaryStats_diff_longstretch0,SB_MotifThree_quantile_hh,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,SP_Summaries_welch_rect_centroid,FC_LocalSimple_mean3_stderr
0,0.0,1,,0.0,8,H10,-0.7353939159555102,-0.9217818575726868,80.0,262.0,1.2610056828473224,-1.2628655272582724e-06,0.0,144.0,0.0625,0.0,25.69984089875198,40.0,1.5267175572519085,-0.8761061946902655,0.07610619469026547,0.9907816256859189,302.0,1.142813996153607,0.2608695652173913,0.8695652173913043,0.012271846303085938,0.024008325944870713
1,5.0,0,,0.461402149,8,G10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
2,5.0,0,,0.195135581,8,F10,0.8053883113934419,0.9793487773850584,79.0,258.0,1.3213981332927418,-4.03509752462345e-07,0.0,320.0,0.0625,0.0,27.745194255062636,40.0,1.5625,-0.05663716814159292,0.8185840707964602,0.9909418018054287,298.0,1.142813996153607,0.1956521739130435,0.8043478260869565,0.012271846303085938,0.024869930643764714
3,5.0,0,,0.126083119,8,E10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
4,5.0,0,,0.016700834,8,D10,-0.7300726562471153,-0.9141234639737563,79.0,264.0,1.267957710217962,9.227443955167985e-07,0.0,142.0,0.0625,0.0,25.625470360896593,40.0,1.5572519083969465,0.856637168141593,-0.07787610619469032,0.9903791543540919,261.0,1.142813996153607,0.1956521739130435,0.8043478260869565,0.012271846303085938,0.025041894614139082
5,5.0,0,,0.157329249,8,C10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
6,5.0,0,,0.220667584,8,B10,0.7671569768376476,0.955277163300766,74.0,256.0,1.2704681854263529,2.578346578519834e-06,0.0,322.0,0.0625,0.0,19.88820162070887,40.0,1.596774193548387,-0.07079646017699115,-0.8460176991150442,0.9896767064054486,310.0,1.142813996153607,0.21739130434782608,0.8260869565217391,0.012271846303085938,0.027317747789977274
7,5.0,0,,0.425127631,8,A10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
8,12.0,0,,0.00165005,8,H9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
9,12.0,0,,0.000913176,8,G9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
10,12.0,0,,0.000348921,8,F9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
11,12.0,0,,0.000326466,8,E9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
12,12.0,0,,0.000193319,8,D9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
13,12.0,0,,0.000318835,8,C9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
14,12.0,0,,0.000324098,8,B9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
15,12.0,0,,0.000733804,8,A9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
16,5.0,0,,0.098376018,8,H4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
17,5.0,0,,0.157411348,8,G4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
18,5.0,0,,0.147253086,8,F4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
19,5.0,0,,0.224233892,8,E4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
20,5.0,0,,0.068177528,8,D4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
21,5.0,0,,0.240878589,8,C4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
22,5.0,0,,0.212627144,8,B4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
23,5.0,0,,0.297912141,8,A4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
24,12.0,0,,0.0003455,8,H3,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
25,12.0,0,,0.000725647,8,G3,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
26,12.0,0,,0.000662757,8,F3,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
27,12.0,0,,0.000439353,8,E3,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
28,12.0,0,,0.000390233,8,D3,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
29,12.0,0,,0.000694509,8,C3,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
30,12.0,0,,0.000481455,8,B3,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
31,12.0,0,,0.000805377,8,A3,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
32,9.0,0,35.0,0.001220096,5,E9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
33,9.0,0,35.0,0.000181061,5,E10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
34,8.0,0,35.0,0.000743072,5,D9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
35,8.0,0,35.0,0.000334849,5,D10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
36,7.0,0,35.0,0.000238776,5,C9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
37,7.0,0,35.0,0.000275551,5,C10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
38,6.0,0,35.0,0.000620517,5,B9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
39,6.0,0,35.0,0.001457992,5,B10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
40,5.0,0,35.0,0.0001193,5,A9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
41,5.0,0,35.0,8.17e-05,5,A10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
42,12.0,0,35.0,0.034564482,5,H9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
43,12.0,0,35.0,0.058032762,5,H10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
44,11.0,0,35.0,0.01286872,5,G9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
45,11.0,0,35.0,0.032379254,5,G10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
46,10.0,0,35.0,0.016119376,5,F9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
47,10.0,0,35.0,0.000866683,5,F10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
48,9.0,0,20.0,0.030996397,5,E3,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
49,9.0,0,20.0,0.000894221,5,E4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
50,8.0,0,20.0,0.045187005,5,D3,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
51,8.0,0,20.0,0.000331682,5,D4,0.7742737449252304,0.9652780586341776,75.0,253.0,1.2722113715615295,2.4442030354589313e-06,0.0,319.0,0.0625,0.0,20.656476402481943,40.0,1.5806451612903225,-0.0513274336283186,-0.8654867256637169,0.9900542134416658,306.0,1.142813996153607,0.21739130434782608,0.8260869565217391,0.012271846303085938,0.026392947077496197
52,7.0,0,20.0,0.004423595,5,C3,0.8406006806134187,1.023721196674037,77.0,250.0,1.3177855397847953,1.920247486599995e-06,0.0,312.0,0.0625,0.0,22.049945523959558,40.0,1.5403225806451613,-0.07079646017699115,-0.8283185840707965,0.9909473740000779,310.0,1.142813996153607,0.21739130434782608,0.8260869565217391,0.012271846303085938,0.025596379848955294
53,7.0,0,20.0,0.000118596,5,C4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
54,6.0,0,20.0,0.000240535,5,B4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
55,6.0,0,20.0,0.00210112,5,B3,0.7667704113500378,0.94400762458244,76.0,260.0,1.2816800948635652,6.269257850609745e-07,0.0,326.0,0.0625,0.0,24.895938040343278,40.0,1.619047619047619,0.03539823008849563,-0.8238938053097344,0.9900426052299629,273.0,1.142813996153607,0.1956521739130435,0.8695652173913043,0.012271846303085938,0.026222720206468486
56,5.0,0,20.0,0.000415614,5,A4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
57,5.0,0,20.0,0.000312678,5,A3,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
58,12.0,0,20.0,0.246278457,5,H3,0.8218096768071943,1.003951450209709,80.0,255.0,1.3211189730616266,1.0367693738375063e-06,0.0,315.0,0.0625,0.0,25.155063472625375,40.0,1.5390625,0.04424778761061954,-0.8398230088495575,0.9911561028322967,270.0,1.142813996153607,0.21739130434782608,0.8695652173913043,0.012271846303085938,0.024225376072010987
59,12.0,0,20.0,0.173938251,5,H4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
60,11.0,0,20.0,0.105090029,5,G4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
61,11.0,0,20.0,0.149939193,5,G3,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
62,10.0,0,20.0,0.189664712,5,F3,-0.7925297425994481,-0.961353563420057,75.0,259.0,1.31921914534933,2.628407118535159e-07,0.0,121.0,0.0625,0.0,25.10340808365063,40.0,1.632,0.8061946902654867,-0.0035398230088495852,0.9899754324985406,281.0,1.142813996153607,0.1956521739130435,0.8478260869565217,0.012271846303085938,0.026552591731219495
63,10.0,0,20.0,0.043080254,5,F4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
64,0.0,1,0.0,0.0,2,H10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
65,,0,35.0,0.289428989,2,A10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
66,,0,35.0,0.1165716,2,C10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
67,,0,35.0,0.130295961,2,G10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
68,,0,35.0,0.07247205,2,F10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
69,,0,35.0,0.095457709,2,E10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
70,,0,35.0,0.099465458,2,B10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
71,,0,35.0,0.008579408,2,D10,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
72,,0,30.0,0.209937622,2,H9,0.9950742879570038,-1.144131550203403,133.0,344.0,1.3719567504920198,-3.019150871519462e-07,0.0,284.0,0.16666666666666669,0.0,51.426361840018714,40.0,0.6424870466321243,-0.6088495575221239,0.6176991150442477,0.9960301444335742,410.0,1.1207178832079068,0.15217391304347827,0.782608695652174,0.006135923151542969,0.009065423610047555
73,,0,30.0,0.182116739,2,G9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
74,,0,30.0,0.223986178,2,A9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
75,,0,30.0,0.067111302,2,F9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
76,,0,30.0,0.046020387,2,E9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
77,,0,30.0,0.048061997,2,D9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
78,,0,30.0,0.043247573,2,C9,0.7163986736869128,0.9062166193518733,77.0,260.0,1.2448435599705683,1.6546426557459902e-06,0.0,328.0,0.0625,0.0,23.26222961795011,40.0,1.5859375,0.038053097345132736,-0.8716814159292035,0.9900028844662382,277.0,1.142813996153607,0.2608695652173913,0.8695652173913043,0.012271846303085938,0.025480974301410688
79,,0,30.0,0.078535374,2,B9,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
80,,0,25.0,0.228967263,2,G4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
81,,0,25.0,0.211761943,2,D4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
82,,0,25.0,0.133069959,2,F4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
83,,0,25.0,0.100739478,2,E4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
84,,0,25.0,0.055357091,2,C4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
85,,0,25.0,0.070968888,2,B4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
86,,0,25.0,0.496826041,2,H4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
87,,0,25.0,0.543302927,2,A4,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
88,,0,20.0,0.523900231,2,G3,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
89,,0,20.0,0.504421251,2,F3,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
90,,0,20.0,0.420884788,2,D3,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,
