Seed Density (k),ctrl,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
Dose,ctrl,9uM,9uM,9uM,9uM,9uM,9uM,9uM,9uM,9uM,9uM,9uM,9uM,9uM,9uM,9uM,9uM,9uM,9uM,9uM,9uM,9uM,9uM,9uM,9uM,9uM,9uM,9uM,9uM,9uM,9uM,9uM
Beating occurrence date,ctrl,12,12,12,12,12,12,10,10,10,10,10,10,10,none,none,12,12,10,10,10,10,none,none,none,none,none,none,none,none,none,none
Beating,ctrl,2,2,1,1,1,1,2,2,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
device,2102-NS32-0704-AA5O,2102-NS32-0704-AA5O,2102-NS32-0704-AA5O,2102-NS32-0704-AA5O,2102-NS32-0704-AA5O,2102-NS32-0704-AA5O,2102-NS32-0704-AA5O,2102-NS32-0704-AA5O,2102-NS32-0704-AA5O,2102-NS32-0704-AA5O,2102-NS32-0704-AA5O,2102-NS32-0704-AA5O,2102-NS32-0704-AA5O,2102-NS32-0704-AA5O,2102-NS32-0704-AA5O,2102-NS32-0704-AA5O,2102-NS32-0704-AA5O,2102-NS32-0704-AA5O,2102-NS32-0704-AA5O,2102-NS32-0704-AA5O,2102-NS32-0704-AA5O,2102-NS32-0704-AA5O,2102-NS32-0704-AA5O,2102-NS32-0704-AA5O,2102-NS32-0704-AA5O,2102-NS32-0704-AA5O,2102-NS32-0704-AA5O,2102-NS32-0704-AA5O,2102-NS32-0704-AA5O,2102-NS32-0704-AA5O,2102-NS32-0704-AA5O,2102-NS32-0704-AA5O
plate,4-AA5O,4-AA5O,4-AA5O,4-AA5O,4-AA5O,4-AA5O,4-AA5O,4-AA5O,4-AA5O,4-AA5O,4-AA5O,4-AA5O,4-AA5O,4-AA5O,4-AA5O,4-AA5O,4-AA5O,4-AA5O,4-AA5O,4-AA5O,4-AA5O,4-AA5O,4-AA5O,4-AA5O,4-AA5O,4-AA5O,4-AA5O,4-AA5O,4-AA5O,4-AA5O,4-AA5O,4-AA5O
well,A4-CTRL,G4,E4,F4,D4,C4,B4,F10,E10,H10,G10,D10,C10,B10,H4,A10,C9,B9,H3,G9,F9,E9,H9,G3,F3,E3,D9,D3,C3,B3,A9,A3
measurement,O2c,O2c,O2c,O2c,O2c,O2c,O2c,O2c,O2c,O2c,O2c,O2c,O2c,O2c,O2c,O2c,O2c,O2c,O2c,O2c,O2c,O2c,O2c,O2c,O2c,O2c,O2c,O2c,O2c,O2c,O2c,O2c
2022-01-17 18:15:00+00:00,186.2484286,172.060375,175.5485714,179.178,178.1528571,176.287,175.6718571,174.97475,175.4795,180.7194286,176.684875,176.248,176.66925,176.432,175.2205,168.593125,176.343,173.232875,176.4337143,176.415375,177.467,175.612125,178.49825,174.1668571,177.4337143,175.4678571,174.051,177.5101429,175.9787143,171.0232857,173.02125,175.4162857
2022-01-17 18:30:00+00:00,200.0153103,184.2440714,189.8175517,192.5882759,190.153,190.8838276,189.3958966,189.3515,190.2653929,195.4550714,192.3425714,191.1481429,191.1588929,191.5244286,189.6856786,185.7063929,190.0870357,187.1668571,191.4382414,190.5563214,191.0911071,188.0294643,193.07925,186.1594483,191.9498966,187.777931,187.3807857,190.5722069,187.9406552,185.5545,187.8361071,189.8877857
2022-01-17 18:45:00+00:00,205.3741786,191.4727143,198.9302857,200.0385714,196.44625,199.1363214,195.03525,196.6552414,196.9832414,199.576,199.2087241,198.5465862,197.9540345,196.7481034,194.4670357,189.1694828,196.1542857,194.4442857,196.61125,197.1222759,199.2250357,194.9347143,195.8015517,193.9493571,198.7250714,194.3561786,195.1297857,197.9687143,194.0654286,192.7867241,192.3777143,194.1377586
2022-01-17 19:00:00+00:00,204.9871429,192.7936897,198.1275172,199.2098966,196.332,198.8256897,194.0774138,195.8651071,196.1014286,197.1258214,197.8483214,197.6388929,196.5030714,194.9960357,193.0352759,187.7355,195.5478621,193.155069,195.4384643,196.2939286,198.4848966,194.5064483,194.0447857,194.7378929,198.2751071,194.3840714,194.8146552,197.3428929,193.43675,191.9810357,191.2435172,192.5254286
2022-01-17 19:15:00+00:00,202.107069,189.8389286,192.7410357,194.124,192.23775,193.5665,189.53825,191.0098276,191.0334286,192.7577241,192.3697241,192.1185357,191.3350357,189.8726786,188.5609286,183.5551071,191.42025,188.0321786,190.5750345,192.1845357,194.0848929,190.3433571,190.6301429,192.9567931,193.7246207,190.2934138,190.0158929,192.8616552,189.7721379,186.6865172,186.7495,188.7065517
2022-01-17 19:30:00+00:00,201.2012857,188.2223571,189.1490714,191.4364643,189.6430714,190.3667857,187.6110357,187.3945714,188.031069,191.40875,189.3720357,188.1021379,188.3096552,187.8700345,186.5538214,182.5552759,189.1140345,185.6596552,189.2824643,189.9098621,191.5781034,188.1086552,190.0334138,191.3919286,191.8538571,188.3503214,187.1774828,191.22675,188.4508214,185.3890357,184.9567931,187.6946786
2022-01-17 19:45:00+00:00,200.4714138,187.3162759,186.3558276,189.2791379,187.7998276,188.6915172,185.1486897,185.6473214,185.1123571,189.0722143,186.8188571,185.1001429,185.2355,186.3933571,184.2595172,181.6203929,187.2524286,183.3850357,187.9167931,187.2263929,189.4773214,186.09675,188.53675,189.9671379,188.9212759,186.1745862,184.5734286,189.4881379,187.00925,183.5156429,184.0430357,185.6460714
2022-01-17 20:00:00+00:00,199.47,186.3613929,184.9113571,188.5053214,186.3066071,187.0102857,183.4087857,183.6415862,183.9271034,187.6625862,184.6417931,183.2471034,183.3164828,185.4955517,183.2798571,180.294069,185.6138571,181.7540714,186.3656429,185.9898621,187.5473571,184.4996786,187.7932414,189.4607143,187.96525,185.1724286,182.9250357,188.4319643,185.631069,181.3115172,181.8725357,183.8376897
2022-01-17 20:15:00+00:00,197.985,184.4036552,181.9538276,185.5714828,182.959,183.4443103,180.2730345,178.9994286,180.3223214,185.0618214,179.6569643,180.5147143,179.4076786,180.3461786,180.7951724,177.1968214,182.5563448,178.2065517,183.4337857,181.9291786,184.8456552,181.8342069,183.5771786,186.8745357,184.6521786,181.784,179.5584138,184.6601429,182.6133929,177.7783214,178.9470345,180.8166071
2022-01-17 20:30:00+00:00,197.5863793,180.7971071,178.2233571,181.8978929,179.3476071,180.1552143,177.7466071,175.8471034,177.6142759,183.5573793,177.8922759,176.1173214,175.6548571,176.6494643,178.4412857,175.2253214,179.6922857,175.79325,182.6846552,178.9038929,181.7570357,179.0895357,182.2777143,184.3748621,183.5926897,180.0508966,176.965,181.8177586,179.7124483,175.4728966,177.0053929,178.9517586
2022-01-17 20:45:00+00:00,198.5565,179.4202857,176.4868571,180.2591786,178.7874286,178.7437857,176.0441071,174.1186429,176.2701071,183.3251786,177.2096429,173.878931,175.2374828,176.518,177.5735,174.624069,178.7490345,176.0465517,181.0577857,179.2945862,180.151,177.885,182.4388621,183.3641429,182.7291429,178.69125,174.6631379,181.4222143,178.9383929,175.5773214,176.2667931,179.08775
2022-01-17 21:00:00+00:00,198.6965172,181.2258966,179.4266207,182.3161724,181.3554828,181.043,177.6884483,176.2648214,176.7704286,184.7767143,177.095,174.3815714,176.4999286,177.7366786,178.2885172,175.6473571,179.7025,175.5916429,181.8632414,178.8867857,181.2209643,178.8957143,183.683,184.2286207,182.9433448,180.5319655,176.6247857,183.6282414,180.7685357,176.2448571,177.4568214,179.3700714
2022-01-17 21:15:00+00:00,198.8527143,180.9399286,177.0468929,182.39575,179.6743571,179.6455714,176.8775714,175.8861034,176.6622069,180.9480345,175.9896207,175.4448966,173.5375517,175.0930345,177.3801071,173.0443448,178.9935357,174.8470714,179.7704643,176.2326897,181.6955714,178.6505714,179.1236897,183.7422143,180.8054286,178.7934643,174.9016429,180.965,179.3704138,175.2016897,174.8971429,176.3495172
