device,2102-NS32-0704-AA5O,2102-NS32-0704-AA5O
plate,,
wellmapId,1001,1002
sennum,1001,1002
measurement,Temperature,Temperature
37.51778,38.8,37.6
37.53444,38.8,37.6
37.55111,38.7,37.6
37.56778,38.7,37.6
37.58444,38.7,37.6
37.60111,38.7,37.6
37.61778,38.7,37.6
37.63444,38.8,37.6
37.65111,38.8,37.6
37.66778,38.8,37.6
37.68444,38.8,37.6
37.70111,38.8,37.6
37.71778,38.8,37.6
37.73444,38.7,37.6
37.75111,38.8,37.6
37.76778,38.7,37.6
37.78444,38.7,37.6
37.80111,38.7,37.6
37.81778,38.7,37.6
37.83444,38.7,37.6
37.85111,38.7,37.6
37.86778,38.7,37.6
37.88444,38.7,37.6
37.90111,38.7,37.6
37.91778,38.7,37.6
37.93444,38.7,37.6
37.95111,38.7,37.6
37.96778,38.7,37.6
37.98444,38.7,37.6
38.00111,38.7,37.6
38.01778,38.7,37.6
38.03444,38.7,37.6
38.05111,38.7,37.6
38.06778,38.7,37.6
38.08444,38.7,37.6
38.10111,38.7,37.6
38.11778,38.7,37.6
38.13444,38.7,37.6
38.15111,38.7,37.6
38.16778,38.7,37.6
38.18444,38.7,37.6
38.20111,38.7,37.6
38.21778,38.7,37.6
38.23444,38.7,37.6
38.25111,38.8,37.6
38.26778,38.8,37.6
38.28444,38.8,37.6
38.30111,38.8,37.6
38.31778,38.8,37.6
38.33444,38.8,37.6
38.35111,38.8,37.6
38.36778,38.8,37.6
38.38444,38.8,37.6
38.40111,38.8,37.6
38.41778,38.8,37.6
38.43444,38.8,37.6
38.45111,38.8,37.6
38.46778,38.8,37.6
38.48444,38.8,37.6
38.50111,38.8,37.6
38.51778,38.8,37.6
38.53444,38.8,37.6
38.55111,38.8,37.6
38.56778,38.8,37.6
38.58444,38.8,37.6
38.60111,38.8,37.6
38.61778,38.8,37.6
38.63444,38.8,37.6
38.65111,38.8,37.6
38.66778,38.8,37.6
38.68444,38.8,37.6
38.70111,38.8,37.6
38.71778,38.8,37.6
38.73444,38.8,37.6
38.75111,38.8,37.6
38.76778,38.8,37.6
38.78444,38.8,37.6
38.80111,38.8,37.6
38.81778,38.8,37.6
38.83444,38.8,37.6
38.85111,38.8,37.6
38.86778,38.8,37.6
38.88444,38.8,37.6
38.90111,38.8,37.6
38.91778,38.8,37.6
38.93444,38.8,37.6
38.95111,38.8,37.6
38.96778,38.8,37.6
38.98444,38.8,37.6
39.00111,38.8,37.6
39.01778,38.8,37.6
39.03444,38.8,37.6
39.05111,38.8,37.6
39.06778,38.8,37.6
39.08444,38.8,37.6
39.10111,38.8,37.6
39.11778,38.8,37.6
39.13444,38.8,37.6
39.15111,38.8,37.6
39.16778,38.8,37.6
39.18444,38.8,37.6
39.20111,38.8,37.6
39.21778,38.8,37.6
39.23444,38.8,37.6
39.25111,38.8,37.6
39.26778,38.8,37.6
39.28444,38.8,37.6
39.30111,38.8,37.6
39.31778,38.8,37.6
39.33444,38.8,37.6
39.35111,38.8,37.6
39.36778,38.8,37.6
39.38444,38.8,37.6
39.40111,38.8,37.6
39.41778,38.8,37.6
39.43444,38.8,37.6
39.45111,38.8,37.6
39.46778,38.8,37.6
39.48444,38.8,37.6
39.50111,38.8,37.6
39.51778,38.8,37.6
39.53444,38.8,37.6
39.55111,38.8,37.6
39.56778,38.8,37.6
39.58444,38.8,37.6
39.60111,38.8,37.6
39.61778,38.8,37.6
39.63444,38.8,37.6
39.65111,38.8,37.6
39.66778,38.8,37.6
39.68444,38.8,37.6
39.70111,38.8,37.6
39.71778,38.8,37.6
39.73444,38.8,37.6
39.75111,38.8,37.6
39.76778,38.8,37.6
39.78444,38.8,37.6
39.80111,38.8,37.6
39.81778,38.8,37.6
39.83444,38.8,37.6
39.85111,38.8,37.6
39.86778,38.8,37.6
39.88444,38.8,37.6
39.90111,38.8,37.6
39.91778,38.8,37.6
39.93444,38.8,37.6
39.95111,38.8,37.6
39.96778,38.8,37.6
39.98444,38.8,37.6
40.00111,38.8,37.6
40.01778,38.8,37.6
40.03444,38.8,37.6
40.05111,38.8,37.6
40.06778,38.8,37.6
40.08444,38.8,37.6
40.10111,38.8,37.6
40.11778,38.8,37.6
40.13444,38.8,37.6
40.15111,38.8,37.6
40.16778,38.8,37.6
40.18444,38.8,37.6
40.20111,38.8,37.6
40.21778,38.8,37.6
40.23444,38.8,37.6
40.25111,38.8,37.6
40.26778,38.8,37.6
40.28444,38.8,37.6
40.30111,38.8,37.6
40.31778,38.8,37.6
40.33444,38.8,37.6
40.35111,38.8,37.6
40.36778,38.8,37.6
40.38444,38.8,37.6
40.40111,38.8,37.6
40.41778,38.8,37.6
40.43444,38.8,37.6
40.45111,38.8,37.6
40.46778,38.8,37.6
40.48444,38.8,37.6
40.50111,38.8,37.6
40.51778,38.8,37.6
40.53444,38.8,37.6
40.55111,38.8,37.6
40.56778,38.8,37.6
40.58444,38.8,37.6
40.60111,38.8,37.6
40.61778,38.8,37.6
40.63444,38.8,37.6
40.65111,38.8,37.6
40.66778,38.8,37.6
40.68444,38.8,37.6
40.70111,38.8,37.6
40.71778,38.8,37.6
40.73444,38.8,37.6
40.75111,38.8,37.6
40.76778,38.8,37.6
40.78444,38.8,37.6
40.80111,38.8,37.6
40.81778,38.8,37.6
40.83444,38.8,37.6
40.85111,38.8,37.6
40.86778,38.8,37.6
40.88444,38.8,37.6
40.90111,38.8,37.6
40.91778,38.8,37.6
40.93444,38.8,37.6
40.95111,38.8,37.6
40.96778,38.8,37.6
40.98444,38.8,37.6
41.00111,38.8,37.6
41.01778,38.8,37.6
41.03444,38.8,37.6
41.05111,38.8,37.6
41.06778,38.8,37.6
41.08444,38.8,37.6
41.10111,38.8,37.6
41.11778,38.8,37.6
41.13444,38.8,37.6
41.15111,38.8,37.6
41.16778,38.8,37.6
41.18444,38.8,37.6
41.20111,38.8,37.6
41.21778,38.8,37.6
41.23444,38.8,37.6
41.25111,38.8,37.6
41.26778,38.8,37.6
41.28444,38.8,37.6
41.30111,38.8,37.6
41.31778,38.8,37.6
41.33444,38.8,37.6
41.35111,38.8,37.6
41.36778,38.8,37.6
41.38444,38.8,37.6
41.40111,38.8,37.6
41.41778,38.8,37.6
41.43444,38.8,37.6
41.45111,38.8,37.6
41.46778,38.8,37.6
41.48444,38.8,37.6
41.50111,38.8,37.6
41.51778,38.8,37.6
41.53444,38.8,37.6
41.55111,38.8,37.6
41.56778,38.8,37.6
41.58444,38.8,37.6
41.60111,38.8,37.6
41.61778,38.8,37.6
41.63444,38.8,37.6
41.65111,38.8,37.6
41.66778,38.8,37.6
41.68444,38.8,37.6
41.70111,38.8,37.6
41.71778,38.8,37.6
41.73444,38.8,37.6
41.75111,38.8,37.6
41.76778,38.8,37.6
41.78444,38.8,37.6
41.80111,38.8,37.6
41.81778,38.8,37.6
41.83444,38.8,37.6
41.85111,38.8,37.6
41.86778,38.8,37.6
41.88444,38.8,37.6
41.90111,38.8,37.6
41.91778,38.8,37.6
41.93444,38.8,37.6
41.95111,38.8,37.6
41.96778,38.8,37.6
41.98444,38.8,37.6
42.00111,38.8,37.6
42.01778,38.8,37.6
42.03444,38.8,37.6
42.05111,38.8,37.6
42.06778,38.8,37.6
42.08444,38.8,37.6
42.10111,38.8,37.6
42.11778,38.8,37.6
42.13444,38.8,37.6
42.15111,38.8,37.6
42.16778,38.8,37.6
42.18444,38.8,37.6
42.20111,38.8,37.6
42.21778,38.8,37.6
42.23444,38.8,37.6
42.25111,38.8,37.6
42.26778,38.8,37.6
42.28444,38.8,37.6
42.30111,38.8,37.6
42.31778,38.8,37.6
42.33444,38.8,37.6
42.35111,38.8,37.6
42.36778,38.8,37.6
42.38444,38.8,37.6
42.40111,38.8,37.6
42.41778,38.8,37.6
42.43444,38.8,37.6
42.45111,38.8,37.6
42.46778,38.8,37.6
42.48444,38.8,37.6
42.50111,38.8,37.6
42.51778,38.8,37.6
42.53444,38.8,37.6
42.55111,38.8,37.6
42.56778,38.8,37.6
42.58444,38.8,37.6
42.60111,38.8,37.6
42.61778,38.8,37.6
42.63444,38.8,37.6
42.65111,38.8,37.6
42.66778,38.8,37.6
42.68444,38.8,37.6
42.70111,38.8,37.6
42.71778,38.8,37.6
42.73444,38.8,37.6
42.75111,38.8,37.6
42.76778,38.8,37.6
42.78444,38.8,37.6
42.80111,38.8,37.6
42.81778,38.8,37.6
42.83444,38.8,37.6
42.85111,38.8,37.6
42.86778,38.8,37.6
42.88444,38.8,37.6
42.90111,38.8,37.6
42.91778,38.8,37.6
42.93444,38.8,37.6
42.95111,38.8,37.6
42.96778,38.8,37.6
42.98444,38.8,37.6
43.00111,38.8,37.6
43.01778,38.8,37.6
43.03444,38.8,37.6
43.05111,38.8,37.6
43.06778,38.8,37.6
43.08444,38.8,37.6
43.10111,38.8,37.6
43.11778,38.8,37.6
43.13444,38.8,37.6
43.15111,38.8,37.6
43.16778,38.8,37.6
43.18444,38.9,37.6
43.20111,38.8,37.6
43.21778,38.9,37.65
43.23444,38.9,37.65
43.25111,38.9,37.61363636363637
43.26778,38.9,37.625
43.28444,38.9,37.6
43.30111,38.9,37.6
43.31778,38.9,37.6
43.33444,38.9,37.6
43.35111,38.9,37.6
43.36778,38.9,37.6
43.38444,38.9,37.6
43.40111,38.9,37.6
43.41778,38.9,37.6
43.43444,38.9,37.6
43.45111,38.9,37.6
43.46778,38.9,37.6
43.48444,38.9,37.6
43.50111,38.9,37.6
43.51778,38.9,37.6
43.53444,38.9,37.6
43.55111,38.9,37.6
43.56778,38.9,37.6
43.58444,38.9,37.6
43.60111,38.9,37.6
43.61778,38.9,37.6
43.63444,38.9,37.6
43.65111,38.8,37.6
43.66778,38.9,37.6
43.68444,38.9,37.6
43.70111,38.8,37.6
43.71778,38.9,37.6
43.73444,38.8,37.6
43.75111,38.8,37.6
43.76778,38.9,37.6
43.78444,38.9,37.6
43.80111,38.9,37.6
43.81778,38.9,37.6
43.83444,38.8,37.6
43.85111,38.8,37.6
43.86778,38.8,37.6
43.88444,38.9,37.6
43.90111,38.8,37.6
43.91778,38.9,37.6
43.93444,38.9,37.6
43.95111,38.9,37.6
43.96778,38.9,37.6
43.98444,38.9,37.6
44.00111,38.9,37.6
44.01778,38.9,37.6
44.03444,38.9,37.6
44.05111,38.9,37.6
44.06778,38.9,37.650000000000006
44.08444,38.8,37.6
44.10111,38.8,37.6
44.11778,38.8,37.6
44.13444,38.9,37.6
44.15111,38.9,37.6
44.16778,38.849999999999994,37.6
44.18444,38.9,37.6
44.20111,38.8,37.6
44.21778,38.8,37.6
44.23444,38.8,37.6
44.25111,38.8,37.6
44.26778,38.8,37.6
44.28444,38.8,37.6
44.30111,38.8,37.6
44.31778,38.8,37.6
44.33444,38.8,37.6
44.35111,38.8,37.6
44.36778,38.8,37.6
44.38444,38.8,37.6
44.40111,38.8,37.6
44.41778,38.8,37.6
44.43444,38.8,37.6
44.45111,38.8,37.6
44.46778,38.8,37.6
44.48444,38.8,37.6
44.50111,38.8,37.6
44.51778,38.8,37.6
44.53444,38.8,37.6
44.55111,38.8,37.6
44.56778,38.8,37.6
44.58444,38.8,37.6
44.60111,38.9,37.6
44.61778,38.8,37.6
44.63444,38.8,37.6
44.65111,38.8,37.6
44.66778,38.8,37.6
44.68444,38.8,37.6
44.70111,38.8,37.6
44.71778,38.8,37.6
44.73444,38.8,37.6
44.75111,38.8,37.6
44.76778,38.8,37.6
44.78444,38.8,37.6
44.80111,38.8,37.6
44.81778,38.8,37.6
44.83444,38.8,37.6
44.85111,38.8,37.6
44.86778,38.8,37.6
44.88444,38.8,37.6
44.90111,38.8,37.6
44.91778,38.8,37.6
44.93444,38.8,37.6
44.95111,38.8,37.6
44.96778,38.8,37.6
44.98444,38.8,37.6
45.00111,38.8,37.6
45.01778,38.8,37.6
45.03444,38.8,37.6
45.05111,38.8,37.6
45.06778,38.8,37.6
45.08444,38.8,37.6
45.10111,38.8,37.6
45.11778,38.8,37.6
45.13444,38.8,37.6
45.15111,38.8,37.6
45.16778,38.8,37.6
45.18444,38.8,37.6
45.20111,38.8,37.6
45.21778,38.8,37.6
45.23444,38.8,37.6
45.25111,38.8,37.6
45.26778,38.8,37.6
45.28444,38.8,37.6
45.30111,38.8,37.6
45.31778,38.8,37.6
45.33444,38.8,37.6
45.35111,38.8,37.6
45.36778,38.8,37.6
45.38444,38.8,37.6
45.40111,38.8,37.6
45.41778,38.8,37.6
45.43444,38.8,37.6
45.45111,38.8,37.6
45.46778,38.8,37.6
45.48444,38.8,37.6
45.50111,38.8,37.6
45.51778,38.8,37.6
45.53444,38.8,37.6
45.55111,38.8,37.6
45.56778,38.8,37.6
45.58444,38.8,37.6
45.60111,38.8,37.6
45.61778,38.8,37.6
45.63444,38.8,37.6
45.65111,38.8,37.6
45.66778,38.8,37.6
45.68444,38.8,37.6
45.70111,38.8,37.6
45.71778,38.8,37.6
45.73444,38.8,37.6
45.75111,38.8,37.6
45.76778,38.8,37.6
45.78444,38.8,37.6
45.80111,38.8,37.6
45.81778,38.8,37.6
45.83444,38.8,37.6
45.85111,38.8,37.6
45.86778,38.9,37.6
45.88444,38.9,37.6
45.90111,38.9,37.6
45.91778,38.9,37.6
45.93444,38.9,37.6
45.95111,38.9,37.6
45.96778,38.8,37.6
45.98444,38.8,37.6
46.00111,38.8,37.6
46.01778,38.8,37.6
46.03444,38.8,37.6
46.05111,38.8,37.6
46.06778,38.8,37.6
46.08444,38.8,37.6
46.10111,38.8,37.6
46.11778,38.8,37.6
46.13444,38.8,37.6
46.15111,38.8,37.6
46.16778,38.8,37.6
46.18444,38.8,37.6
46.20111,38.9,37.6
46.21778,38.9,37.6
46.23444,38.9,37.6
46.25111,38.8,37.6
46.26778,38.8,37.6
46.28444,38.8,37.6
46.30111,38.8,37.6
46.31778,38.9,37.6
46.33444,38.9,37.6
46.35111,38.9,37.6
46.36778,38.9,37.6
46.38444,38.9,37.6
46.40111,38.9,37.6
46.41778,38.9,37.6
46.43444,38.9,37.650000000000006
46.45111,38.9,37.6
46.46778,38.9,37.6
46.48444,38.9,37.63333333333333
46.50111,38.9,37.650000000000006
46.51778,38.9,37.65294117647059
46.53444,38.9,37.648
46.55111,38.9,37.65185185185185
46.56778,38.9,37.647619047619045
46.58444,38.9,37.65
46.60111,38.9,37.652
46.61778,38.9,37.64782608695653
46.63444,38.9,37.65
46.65111,38.9,37.650000000000006
46.66778,38.9,37.61538461538461
46.68444,38.9,37.642857142857146
46.70111,38.9,37.61666666666667
46.71778,38.9,37.60909090909092
46.73444,38.9,37.61875
46.75111,38.9,37.6
46.76778,38.9,37.608000000000004
46.78444,38.9,37.64166666666667
46.80111,38.9,37.650000000000006
46.81778,38.9,37.6
46.83444,38.9,37.6
46.85111,38.9,37.6
46.86778,38.9,37.6
46.88444,38.9,37.6
46.90111,38.9,37.6
46.91778,38.9,37.6
46.93444,38.9,37.6
46.95111,38.9,37.6
46.96778,38.9,37.6
46.98444,38.9,37.6
47.00111,38.9,37.6
47.01778,38.9,37.6
47.03444,38.9,37.6
47.05111,38.9,37.650000000000006
47.06778,38.9,37.6
47.08444,38.9,37.6
47.10111,38.9,37.6
47.11778,38.9,37.6
47.13444,38.9,37.6
47.15111,38.9,37.6
47.16778,38.9,37.6
47.18444,38.9,37.6
47.20111,38.9,37.6
47.21778,38.9,37.6
47.23444,38.9,37.6
47.25111,38.9,37.6
47.26778,38.9,37.6
47.28444,38.9,37.650000000000006
47.30111,38.9,37.63333333333333
47.31778,38.9,37.642857142857146
47.33444,38.9,37.650000000000006
47.35111,38.9,37.644444444444446
47.36778,38.9,37.64666666666667
47.38444,39,37.63333333333333
47.40111,38.9,37.65217391304348
47.41778,38.9,37.64848484848485
47.43444,38.9,37.63421052631579
47.45111,38.9,37.647222222222226
47.46778,38.9,37.6448275862069
47.48444,38.9,37.648
47.50111,38.9,37.650000000000006
47.51778,39,37.650000000000006
47.53444,38.9,37.65238095238095
47.55111,38.95,37.642857142857146
47.56778,38.9,37.6
47.58444,38.9,37.6
47.60111,38.9,37.6
47.61778,38.9,37.6
47.63444,38.9,37.6
47.65111,38.9,37.6
47.66778,38.9,37.6
47.68444,38.9,37.6
47.70111,38.9,37.6
47.71778,38.9,37.6
47.73444,38.9,37.6
47.75111,38.9,37.6
47.76778,38.9,37.6
47.78444,38.9,37.6
47.80111,38.9,37.6
47.81778,38.9,37.6
47.83444,38.9,37.6
47.85111,38.9,37.6
47.86778,38.9,37.6
47.88444,38.9,37.6
47.90111,38.9,37.6
47.91778,38.9,37.6
47.93444,38.9,37.6
47.95111,38.9,37.6
47.96778,38.9,37.6
47.98444,38.9,37.6
48.00111,38.9,37.6
48.01778,38.9,37.6
48.03444,38.9,37.6
48.05111,38.9,37.6
48.06778,38.9,37.6
48.08444,38.9,37.6
48.10111,38.9,37.6
48.11778,38.9,37.6
48.13444,38.9,37.6
48.15111,38.9,37.6
48.16778,38.9,37.6
48.18444,38.9,37.6
48.20111,38.9,37.6
48.21778,38.9,37.6
48.23444,38.8,37.6
48.25111,38.9,37.6
48.26778,38.9,37.6
48.28444,38.9,37.6
48.30111,38.9,37.6
48.31778,38.8,37.6
48.33444,38.8,37.6
48.35111,38.8,37.6
48.36778,38.9,37.6
48.38444,38.9,37.6
48.40111,38.9,37.6
48.41778,38.9,37.6
48.43444,38.9,37.6
48.45111,38.9,37.6
48.46778,38.9,37.6
48.48444,38.9,37.6
48.50111,38.9,37.6
48.51778,38.8,37.6
48.53444,38.9,37.6
48.55111,38.9,37.6
48.56778,38.9,37.6
48.58444,38.9,37.6
48.60111,38.9,37.6
48.61778,38.8,37.6
48.63444,38.9,37.6
48.65111,38.8,37.6
48.66778,38.9,37.6
48.68444,38.9,37.6
48.70111,38.9,37.6
48.71778,38.9,37.6
48.73444,38.9,37.6
48.75111,38.9,37.6
48.76778,38.9,37.6
48.78444,38.9,37.6
48.80111,38.9,37.6
48.81778,38.9,37.6
48.83444,38.9,37.6
48.85111,38.9,37.6
48.86778,38.9,37.6
48.88444,38.9,37.6
48.90111,38.9,37.6
48.91778,38.9,37.6
48.93444,38.9,37.6
48.95111,38.9,37.6
48.96778,38.9,37.6
48.98444,38.9,37.6
49.00111,38.9,37.6
49.01778,38.9,37.6
49.03444,38.9,37.6
49.05111,38.9,37.6
49.06778,38.9,37.6
49.08444,38.9,37.6
49.10111,38.9,37.6
49.11778,38.9,37.6
49.13444,38.9,37.6
49.15111,38.9,37.6
49.16778,38.9,37.6
49.18444,38.9,37.6
49.20111,38.9,37.6
49.21778,38.9,37.6
49.23444,38.9,37.6
49.25111,38.9,37.6
49.26778,38.9,37.6
49.28444,38.9,37.6
49.30111,38.9,37.6
49.31778,38.9,37.6
49.33444,38.9,37.6
49.35111,38.9,37.6
49.36778,38.9,37.6
49.38444,38.9,37.6
49.40111,38.9,37.6
49.41778,38.9,37.6
49.43444,38.9,37.6
49.45111,38.9,37.6
49.46778,38.9,37.6
49.48444,38.9,37.6
49.50111,38.9,37.6
49.51778,38.9,37.6
49.53444,38.9,37.6
49.55111,38.9,37.6
49.56778,38.9,37.6
49.58444,38.9,37.6
49.60111,38.9,37.6
49.61778,38.9,37.6
49.63444,38.9,37.6
49.65111,38.9,37.6
49.66778,38.9,37.6
49.68444,38.9,37.6
49.70111,38.9,37.6
49.71778,38.9,37.6
49.73444,38.9,37.6
49.75111,38.9,37.6
49.76778,38.9,37.6
49.78444,38.9,37.6
49.80111,38.9,37.6
49.81778,38.9,37.6
49.83444,38.9,37.6
49.85111,38.9,37.6
49.86778,38.9,37.6
49.88444,38.9,37.6
49.90111,38.9,37.6
49.91778,38.9,37.6
49.93444,38.9,37.6
49.95111,38.9,37.6
49.96778,38.9,37.6
49.98444,38.9,37.6
50.00111,38.9,37.6
50.01778,38.9,37.6
50.03444,38.9,37.6
50.05111,38.9,37.6
50.06778,38.9,37.6
50.08444,39,37.650000000000006
50.10111,38.9,37.6
50.11778,38.9,37.6
50.13444,38.9,37.6
50.15111,38.9,37.6
50.16778,38.9,37.6
50.18444,38.9,37.6
50.20111,38.9,37.650000000000006
50.21778,38.9,37.660000000000004
50.23444,38.9,37.64666666666667
50.25111,38.9,37.65
50.26778,38.9,37.6
50.28444,38.9,37.6
50.30111,38.9,37.625
50.31778,38.9,37.6
50.33444,38.9,37.6
50.35111,38.9,37.6
50.36778,38.9,37.6
50.38444,38.9,37.6
50.40111,38.9,37.6
50.41778,38.9,37.650000000000006
50.43444,38.9,37.65
50.45111,38.9,37.65
50.46778,38.9,37.611111111111114
50.48444,38.9,37.6
50.50111,38.9,37.625
50.51778,38.9,37.6
50.53444,38.9,37.65
50.55111,38.9,37.6
50.56778,38.9,37.6
50.58444,38.9,37.6
50.60111,38.9,37.6
50.61778,38.9,37.6
50.63444,38.9,37.6
50.65111,38.9,37.6
50.66778,38.9,37.6
50.68444,38.9,37.6
50.70111,38.9,37.6
50.71778,38.9,37.6
50.73444,38.9,37.6
50.75111,38.9,37.6
50.76778,38.9,37.6
50.78444,38.9,37.6
50.80111,38.9,37.6
50.81778,38.9,37.6
50.83444,38.9,37.6
50.85111,38.9,37.6
50.86778,38.8,37.6
50.88444,38.8,37.6
50.90111,38.8,37.6
50.91778,38.8,37.6
50.93444,38.8,37.6
50.95111,38.8,37.6
50.96778,38.8,37.6
50.98444,38.8,37.6
51.00111,38.8,37.6
51.01778,38.9,37.6
51.03444,38.9,37.6
51.05111,38.9,37.6
51.06778,38.9,37.6
51.08444,38.9,37.6
51.10111,38.9,37.6
51.11778,38.9,37.6
51.13444,38.9,37.6
51.15111,38.9,37.6
51.16778,38.9,37.6
51.18444,38.9,37.6
51.20111,38.9,37.6
51.21778,38.9,37.6
51.23444,38.9,37.6
51.25111,38.9,37.6
51.26778,38.9,37.6
51.28444,38.9,37.6
51.30111,38.9,37.6
51.31778,38.9,37.6
51.33444,38.9,37.6
51.35111,38.9,37.6
51.36778,38.9,37.6
51.38444,38.9,37.6
51.40111,38.9,37.6
51.41778,38.9,37.6
51.43444,38.9,37.6
51.45111,38.9,37.6
51.46778,38.9,37.6
51.48444,38.9,37.6
51.50111,38.9,37.63333333333333
51.51778,38.9,37.6
51.53444,38.8,37.6
51.55111,38.8,37.6
51.56778,38.8,37.6
51.58444,38.8,37.6
51.60111,38.8,37.6
51.61778,38.8,37.6
51.63444,38.8,37.6
51.65111,38.9,37.6
51.66778,38.8,37.6
51.68444,38.8,37.6
51.70111,38.9,37.6
51.71778,38.9,37.6
51.73444,38.9,37.6
51.75111,38.9,37.6
51.76778,38.9,37.6
51.78444,38.9,37.6
51.80111,38.9,37.6
51.81778,38.9,37.6
51.83444,38.9,37.6
51.85111,38.9,37.6
51.86778,38.9,37.6
51.88444,38.9,37.6
51.90111,38.9,37.6
51.91778,38.9,37.6
51.93444,38.9,37.6
51.95111,38.9,37.6
51.96778,38.9,37.6
51.98444,38.9,37.6
52.00111,38.8,37.6
52.01778,38.9,37.6
52.03444,38.9,37.6
52.05111,38.9,37.6
52.06778,38.9,37.6
52.08444,38.9,37.6
52.10111,38.9,37.6
52.11778,38.9,37.6
52.13444,38.9,37.6
52.15111,38.9,37.6
52.16778,38.9,37.6
52.18444,38.9,37.6
52.20111,38.9,37.6
52.21778,38.9,37.6
52.23444,38.8,37.6
52.25111,38.8,37.6
52.26778,38.8,37.6
52.28444,38.8,37.6
52.30111,38.8,37.6
52.31778,38.8,37.6
52.33444,38.8,37.6
52.35111,38.8,37.6
52.36778,38.8,37.6
52.38444,38.8,37.6
52.40111,38.8,37.6
52.41778,38.8,37.6
52.43444,38.8,37.6
52.45111,38.8,37.6
52.46778,38.8,37.6
52.48444,38.8,37.6
52.50111,38.8,37.6
52.51778,38.8,37.6
52.53444,38.8,37.6
52.55111,38.8,37.6
52.56778,38.9,37.6
52.58444,38.9,37.6
52.60111,38.9,37.6
52.61778,38.9,37.6
52.63444,38.9,37.6
52.65111,38.9,37.6
52.66778,38.9,37.6
52.68444,38.9,37.6
52.70111,38.9,37.6
52.71778,38.9,37.6
52.73444,38.8,37.6
52.75111,38.8,37.6
52.76778,38.8,37.6
52.78444,38.8,37.6
52.80111,38.9,37.6
52.81778,38.8,37.6
52.83444,38.8,37.6
52.85111,38.8,37.6
52.86778,38.9,37.6
52.88444,38.9,37.6
52.90111,38.9,37.6
52.91778,38.9,37.6
52.93444,38.9,37.6
52.95111,38.9,37.6
52.96778,38.9,37.6
52.98444,38.9,37.6
53.00111,38.9,37.6
53.01778,38.9,37.6
53.03444,38.9,37.6
53.05111,38.9,37.6
53.06778,38.9,37.6
53.08444,38.9,37.6
53.10111,38.9,37.6
53.11778,38.8,37.6
53.13444,38.8,37.6
53.15111,38.9,37.6
53.16778,38.9,37.6
53.18444,38.8,37.6
53.20111,38.8,37.6
53.21778,38.8,37.6
53.23444,38.8,37.6
53.25111,38.8,37.6
53.26778,38.8,37.6
53.28444,38.8,37.6
53.30111,38.8,37.6
53.31778,38.8,37.6
53.33444,38.8,37.6
53.35111,38.8,37.6
53.36778,38.8,37.6
53.38444,38.8,37.6
53.40111,38.8,37.6
53.41778,38.8,37.6
53.43444,38.8,37.6
53.45111,38.8,37.6
53.46778,38.8,37.6
53.48444,38.8,37.6
53.50111,38.8,37.6
53.51778,38.8,37.6
53.53444,38.8,37.6
53.55111,38.8,
53.56778,38.9,37.6
53.58444,38.8,37.6
53.60111,38.8,37.6
53.61778,38.8,37.6
53.63444,38.8,37.6
53.65111,38.8,37.6
53.66778,38.8,37.6
53.68444,38.8,37.6
53.70111,38.8,37.6
53.71778,38.8,37.6
53.73444,38.8,37.6
53.75111,38.8,37.6
53.76778,38.8,37.6
53.78444,38.8,37.6
53.80111,38.8,37.6
53.81778,38.8,37.6
53.83444,38.8,37.6
53.85111,38.8,37.6
53.86778,38.8,37.6
53.88444,38.8,37.6
53.90111,38.8,37.6
53.91778,38.8,37.6
53.93444,38.8,37.6
53.95111,38.8,37.6
53.96778,38.8,37.6
53.98444,38.8,37.6
54.00111,38.8,37.6
54.01778,38.8,37.6
54.03444,38.8,37.6
54.05111,38.8,37.6
54.06778,38.8,37.6
54.08444,38.8,37.6
54.10111,38.8,37.6
54.11778,38.8,37.6
54.13444,38.8,37.6
54.15111,38.8,37.6
54.16778,38.8,37.6
54.18444,38.8,37.6
54.20111,38.8,37.6
54.21778,38.8,37.6
54.23444,38.8,37.6
54.25111,38.8,37.6
54.26778,38.9,37.6
54.28444,38.8,37.6
54.30111,38.8,37.6
54.31778,38.8,37.6
54.33444,38.8,37.6
54.35111,38.8,37.6
54.36778,38.8,37.6
54.38444,38.8,37.6
54.40111,38.8,37.6
54.41778,38.8,37.6
54.43444,38.8,37.6
54.45111,38.8,37.6
54.46778,38.8,37.6
54.48444,38.8,37.6
54.50111,38.8,37.6
54.51778,38.8,37.6
54.53444,38.8,37.6
54.55111,38.8,37.6
54.56778,38.8,37.6
54.58444,38.8,37.6
54.60111,38.8,37.6
54.61778,38.8,37.6
54.63444,38.8,37.6
54.65111,38.8,37.6
54.66778,38.8,37.6
54.68444,38.8,37.6
54.70111,38.8,37.6
54.71778,38.8,37.6
54.73444,38.8,37.6
54.75111,38.8,37.6
54.76778,38.8,37.6
54.78444,38.9,37.6
54.80111,38.9,37.6
54.81778,38.9,37.6
54.83444,38.9,37.6
54.85111,38.9,37.6
54.86778,38.9,37.6
54.88444,38.9,37.6
54.90111,39,37.6
54.91778,39,37.6
54.93444,39,37.6
54.95111,39,37.6
54.96778,39,37.6
54.98444,39,37.6
55.00111,39,37.6
55.01778,39,37.6
55.03444,39,37.6
55.05111,39,37.625
55.06778,38.9,37.6
55.08444,38.9,37.6
55.10111,38.9,37.6
55.11778,39,37.6
55.13444,39,37.6
55.15111,39,37.650000000000006
55.16778,39,37.650000000000006
