,CHIR,control,seed,cTnT,expID,wellNum,DN_HistogramMode_5,DN_HistogramMode_10,CO_f1ecac,CO_FirstMin_ac,CO_HistogramAMI_even_2_5,CO_trev_1_num,MD_hrv_classic_pnn40,SB_BinaryStats_mean_longstretch1,SB_TransitionMatrix_3ac_sumdiagcov,PD_PeriodicityWang_th0_01,CO_Embed2_Dist_tau_d_expfit_meandiff,IN_AutoMutualInfoStats_40_gaussian_fmmi,FC_LocalSimple_mean1_tauresrat,DN_OutlierInclude_p_001_mdrmd,DN_OutlierInclude_n_001_mdrmd,SP_Summaries_welch_rect_area_5_1,SB_BinaryStats_diff_longstretch0,SB_MotifThree_quantile_hh,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,SP_Summaries_welch_rect_centroid,FC_LocalSimple_mean3_stderr
0,0.0,1,,0.0,8,H10,0.1453248662980975,-0.3122417851556938,10.0,26.0,0.46227372674829936,-0.002960405986601946,0.35106382978723405,57.0,0.007548088629169712,63.0,1.6507248579261953,13.0,0.9333333333333333,-0.7646017699115044,-0.904424778761062,0.9775991640300712,32.0,1.4391369066386992,0.391304347826087,0.21739130434782608,0.11044661672777344,0.22758975163177894
1,5.0,0,,0.461402149,8,G10,-0.1807057059350281,-0.18070570593502822,18.0,47.0,0.954202804002524,-0.0007448500164335153,0.4592198581560284,69.0,0.012396694214876033,98.0,1.9373306737600837,23.0,0.88,-0.37168141592920356,-0.28495575221238933,0.9977939912258023,52.0,1.2681840733565202,0.6521739130434783,0.5217391304347826,0.06749515466697266,0.16760267831951534
2,5.0,0,,0.195135581,8,F10,0.19587755000930485,-0.13419404905796561,16.0,39.0,0.7339558714845513,-0.0008353888385046953,0.2907801418439716,145.0,0.008533333333333334,81.0,2.1408352025376667,21.0,0.7727272727272727,-0.3398230088495575,-0.2672566371681416,0.9981969573213499,77.0,1.2711419178448704,0.5652173913043478,0.4782608695652174,0.07363107781851563,0.16083002451711542
3,5.0,0,,0.126083119,8,E10,0.12995163792580589,0.3913312905805857,17.0,43.0,0.8857889565395285,-0.000631499512804514,0.36879432624113473,171.0,0.03213610586011342,114.0,2.4485438533021235,23.0,0.625,-0.11504424778761058,0.07699115044247784,0.9981328679041137,67.0,1.2795976196042882,0.6086956521739131,0.4782608695652174,0.06749515466697266,0.1689639300514354
4,5.0,0,,0.016700834,8,D10,-0.1190662774134037,-0.34166216071788935,17.0,48.0,1.0054527843935053,-0.0004802961534385944,0.40070921985815605,75.0,0.02916666666666667,0.0,2.2288462993253435,25.0,0.48148148148148145,-0.09734513274336287,0.16637168141592928,0.9975782960117179,88.0,1.2681840733565202,0.43478260869565216,0.5,0.061359231515429685,0.1695802963196422
5,5.0,0,,0.157329249,8,C10,0.06879051444168671,0.3822010393025883,16.0,39.0,0.7787941546396362,-0.0004167450804719438,0.3404255319148936,163.0,0.024161735700197244,80.0,2.5177480149259326,20.0,0.7619047619047619,-0.12389380530973448,-0.2530973451327434,0.9980264243836695,67.0,1.3219691850230983,0.6086956521739131,0.4782608695652174,0.07363107781851563,0.1692758491769767
6,5.0,0,,0.220667584,8,B10,0.00916090600189956,0.27596740023010735,16.0,42.0,0.8197427738625178,-0.0005562126390204113,0.3670212765957447,162.0,0.009066666666666669,109.0,2.6527692401559753,20.0,0.6818181818181818,-0.10088495575221235,-0.19557522123893806,0.9980426502229893,65.0,1.3316139576856996,0.6086956521739131,0.4782608695652174,0.06749515466697266,0.1691144690771959
7,5.0,0,,0.425127631,8,A10,0.24545866740993216,-0.062080197166304085,11.0,24.0,0.7387658047895521,-0.0029193854038315407,0.39893617021276595,75.0,0.008435374149659865,44.0,1.4332328378834465,15.0,0.6875,0.2672566371681415,-0.32035398230088497,0.9960897654430855,65.0,1.2945270894112593,0.391304347826087,0.32608695652173914,0.10431069357623048,0.23139118036408332
8,12.0,0,,0.00165005,8,H9,-0.00018424673948047587,0.24322690734743668,24.0,62.0,1.0301013000513053,-0.0003973689151431225,0.3882978723404255,172.0,0.010416666666666668,120.0,2.5171965406467924,33.0,0.34285714285714286,-0.36637168141592924,-0.2106194690265487,0.9973041666341016,49.0,1.2514747341374095,0.7608695652173914,0.6086956521739131,0.04908738521234375,0.14361902768968743
9,12.0,0,,0.000913176,8,G9,0.20878860758213036,-0.08580120621401144,16.0,39.0,0.7245086832423673,-0.0008180837533809332,0.299645390070922,85.0,0.007466666666666667,102.0,2.3197806549808493,21.0,0.6818181818181818,-0.07433628318584073,-0.2530973451327434,0.9981492812850705,40.0,1.3378019674793977,0.5652173913043478,0.5217391304347826,0.06749515466697266,0.17011368523292855
