,CHIR,control,seed,cTnT,expID,wellNum,DN_HistogramMode_5,DN_HistogramMode_10,CO_f1ecac,CO_FirstMin_ac,CO_HistogramAMI_even_2_5,CO_trev_1_num,MD_hrv_classic_pnn40,SB_BinaryStats_mean_longstretch1,SB_TransitionMatrix_3ac_sumdiagcov,PD_PeriodicityWang_th0_01,CO_Embed2_Dist_tau_d_expfit_meandiff,IN_AutoMutualInfoStats_40_gaussian_fmmi,FC_LocalSimple_mean1_tauresrat,DN_OutlierInclude_p_001_mdrmd,DN_OutlierInclude_n_001_mdrmd,SP_Summaries_welch_rect_area_5_1,SB_BinaryStats_diff_longstretch0,SB_MotifThree_quantile_hh,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,SP_Summaries_welch_rect_centroid,FC_LocalSimple_mean3_stderr
56,5.0,0,20.0,0.000415614,5,A4,0.6472359224922615,0.8297410378472396,48.0,127.0,1.3562756389539958,-1.8996603878760137e-06,0.07624113475177305,172.0,0.036458333333333336,0.0,12.741690075603383,40.0,1.0606060606060606,-0.4831858407079646,-0.16106194690265485,0.9945443543122686,164.0,1.1771363188134576,0.8260869565217391,0.5869565217391305,0.024543692606171875,0.047472570650703684
57,5.0,0,20.0,0.000312678,5,A3,1.0317621462834974,1.1875352009288183,58.0,153.0,1.356687414944451,1.2592860098545668e-06,0.0,182.0,0.013605442176870746,0.0,13.645252809036148,40.0,0.9367088607594937,-0.21769911504424777,0.17699115044247793,0.9964315829696819,168.0,1.1685605044339444,0.8695652173913043,0.7391304347826086,0.01840776945462891,0.04157033702412108
58,12.0,0,20.0,0.246278457,5,H3,0.6199035638052754,0.4222097014179147,44.0,99.0,1.3325130826960239,-8.328713356623859e-06,0.1347517730496454,231.0,0.005208333333333334,180.0,10.244100878544735,40.0,0.7384615384615385,0.026548672566371723,-0.8141592920353982,0.9936148504671285,98.0,1.1771363188134576,0.5652173913043478,0.8695652173913043,0.024543692606171875,0.050290764967084726
59,12.0,0,20.0,0.173938251,5,H4,0.021202797898397407,0.2269936276926825,37.0,98.0,1.2585711684848508,1.007897801635778e-05,0.26063829787234044,108.0,0.046831955922865015,0.0,9.949059728192182,40.0,1.0392156862745099,-0.6300884955752213,-0.2920353982300885,0.9943098327664426,113.0,1.2076902081052558,0.7391304347826086,0.5217391304347826,0.030679615757714843,0.06292601873420861
60,11.0,0,20.0,0.105090029,5,G4,-0.944472449320589,-1.1092813414860059,65.0,205.0,1.3196388251623858,3.90931055471129e-06,0.0,168.0,0.04000000000000001,167.0,17.70831726063508,40.0,0.7010309278350515,-0.6353982300884955,0.13982300884955756,0.9969904195251204,247.0,1.1771363188134576,0.7608695652173914,0.4782608695652174,0.01840776945462891,0.040624455632164366
61,11.0,0,20.0,0.149939193,5,G3,-0.9523566315844173,-1.113109862825369,78.0,213.0,1.3450122118354528,5.3113730952968546e-06,0.0673758865248227,173.0,0.04000000000000001,0.0,15.244258012852338,40.0,0.75,-0.6300884955752213,0.11769911504424779,0.9972536445366195,215.0,1.1685605044339444,0.7608695652173914,0.6086956521739131,0.012271846303085938,0.03675238412066127
62,10.0,0,20.0,0.189664712,5,F3,0.5070923906954041,0.6825729495519957,38.0,101.0,1.2934680330170063,5.276148537088832e-06,0.28368794326241137,117.0,0.013333333333333336,0.0,10.949699784459263,40.0,1.0384615384615385,-0.5230088495575221,-0.19115044247787616,0.9947934078325592,108.0,1.2000517227603051,0.7391304347826086,0.5434782608695652,0.030679615757714843,0.06128462991968149
63,10.0,0,20.0,0.043080254,5,F4,-1.289534187719197,1.01530604866006,42.0,110.0,1.3182815901252907,1.0114739494230956e-05,0.0726950354609929,123.0,0.008230452674897118,0.0,10.559886353452272,40.0,1.0847457627118644,-0.026548672566371723,0.41681415929203536,0.9926028512323972,124.0,1.192422873602169,0.7391304347826086,0.5434782608695652,0.030679615757714843,0.05425834327170966
64,0.0,1,0.0,0.0,2,H10,-0.4005731250571224,-0.19845914626244188,42.0,118.0,1.1848270821130298,-9.433072863529556e-06,0.10815602836879433,103.0,0.036458333333333336,186.0,9.328688083130844,40.0,0.6349206349206349,0.8725663716814158,0.3734513274336284,0.993075995443105,82.0,1.2357762057408497,0.4782608695652174,0.5,0.024543692606171875,0.05468575252368797
65,,0,35.0,0.289428989,2,A10,0.5514692930903862,0.3773256237717879,45.0,115.0,1.3120793782042948,-6.645214630566798e-07,0.13829787234042554,120.0,0.04938271604938271,0.0,10.9206266020682,40.0,0.9333333333333333,0.06194690265486735,0.3292035398230089,0.9978132069425543,124.0,1.1847748041584085,0.8260869565217391,0.782608695652174,0.024543692606171875,0.053085248057792404
66,,0,35.0,0.1165716,2,C10,-1.1029930873177483,1.425158560983571,48.0,119.0,1.3103030207914026,1.810490375480033e-06,0.08333333333333333,141.0,0.020833333333333336,0.0,13.028309683856612,40.0,0.9242424242424242,-0.46194690265486726,0.5238938053097346,0.9967325404621424,143.0,1.1847748041584085,0.782608695652174,0.5652173913043478,0.024543692606171875,0.0503510161313043
67,,0,35.0,0.130295961,2,G10,0.06878386670459435,-0.1201096943499349,39.0,104.0,1.325482204038877,3.3644348348641107e-06,0.25,134.0,0.030000000000000006,0.0,10.566226041227855,40.0,1.0185185185185186,0.26017699115044257,0.5539823008849558,0.9949533139864027,109.0,1.1847748041584085,0.5869565217391305,0.6739130434782609,0.030679615757714843,0.06014202922725029
68,,0,35.0,0.07247205,2,F10,1.1655350310569954,1.312740004732364,91.0,233.0,1.429391012463306,-8.375669111959652e-07,0.0,279.0,0.0625,0.0,22.217061796887435,40.0,1.015748031496063,-0.08938053097345133,0.6814159292035398,0.9965136938524031,234.0,1.142813996153607,0.15217391304347827,0.7608695652173914,0.012271846303085938,0.02383882049781206
69,,0,35.0,0.095457709,2,E10,0.4029921919361499,0.6050522313446336,54.0,152.0,1.3337391924380562,-2.895555327836417e-06,0.0,190.0,0.0748299319727891,0.0,13.38825688349403,40.0,1.0897435897435896,0.343362831858407,0.8761061946902655,0.9925199440263619,186.0,1.1771363188134576,0.5434782608695652,0.5434782608695652,0.01840776945462891,0.039334140983552736
