,CHIR,control,seed,cTnT,expID,wellNum,DN_HistogramMode_5,DN_HistogramMode_10,CO_f1ecac,CO_FirstMin_ac,CO_HistogramAMI_even_2_5,CO_trev_1_num,MD_hrv_classic_pnn40,SB_BinaryStats_mean_longstretch1,SB_TransitionMatrix_3ac_sumdiagcov,PD_PeriodicityWang_th0_01,CO_Embed2_Dist_tau_d_expfit_meandiff,IN_AutoMutualInfoStats_40_gaussian_fmmi,FC_LocalSimple_mean1_tauresrat,DN_OutlierInclude_p_001_mdrmd,DN_OutlierInclude_n_001_mdrmd,SP_Summaries_welch_rect_area_5_1,SB_BinaryStats_diff_longstretch0,SB_MotifThree_quantile_hh,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,SP_Summaries_welch_rect_centroid,FC_LocalSimple_mean3_stderr
0,14,0,25,,10,H10,-0.32039509303666835,-0.03553186052811452,13.0,48.0,0.8179633931369074,-0.0024801944361450014,0.4028520499108734,93.0,0.004166666666666666,125.0,0.9617979424104953,27.0,0.21428571428571427,0.5462633451957295,0.34697508896797147,0.9943838780577825,61.0,1.3216326604724804,0.6521739130434783,0.41304347826086957,0.06749515466697266,0.27534972027383275
1,13,0,25,,10,G10,-0.20050085437999354,-0.4575346296203735,23.0,62.0,1.0519689202068079,-0.0015797811233215424,0.26916221033868093,117.0,0.02962962962962963,121.0,1.509214799932333,36.0,0.40540540540540543,0.7277580071174377,0.3896797153024911,0.9948058652260378,45.0,1.2359048672066026,0.7391304347826086,0.5652173913043478,0.042951462060800784,0.14120601311204145
2,12,0,25,,10,F10,0.04519381851212867,-0.17924456796796429,36.0,104.0,1.0442426167158276,-0.00015860583545575317,0.16399286987522282,93.0,0.037037037037037035,137.0,4.684208618534122,40.0,0.3114754098360656,0.8718861209964412,0.42526690391459065,0.9934926328902083,71.0,1.2359048672066026,0.32608695652173914,0.8260869565217391,0.030679615757714843,0.08490407152418902
3,11,0,25,,10,E10,0.026558775916291855,-0.2068493255735352,20.0,50.0,0.9974640954813951,-0.0028542788555859866,0.45989304812834225,73.0,0.009166666666666668,102.0,1.0582725136854003,27.0,0.14285714285714285,-0.1245551601423488,0.057829181494661985,0.9895647858752034,57.0,1.3052026197306579,0.6521739130434783,0.5217391304347826,0.061359231515429685,0.2189323182566325
4,10,0,25,,10,D10,-1.0914583370982576,-1.2648275432117964,87.0,260.0,1.3920152806381585,1.1567666091175775e-06,0.0,219.0,0.125,151.0,17.25317500706411,40.0,0.7099236641221374,-0.5409252669039146,0.402135231316726,0.9976931845356056,282.0,1.168867576177967,0.8043478260869565,0.7391304347826086,0.012271846303085938,0.03235047663294509
5,9,0,25,,10,C10,-0.1945843511271239,-0.4104776799199812,27.0,74.0,1.1813461295745855,-0.0007721729730946539,0.22459893048128343,120.0,0.005509641873278238,118.0,2.445607006908059,40.0,0.24489795918367346,0.7473309608540926,0.3772241992882561,0.9962994269330043,85.0,1.2359048672066026,0.2608695652173913,0.5,0.03681553890925782,0.1303683577744364
6,8,0,25,,10,B10,-0.1310720042901128,-0.33364627205512365,28.0,87.0,1.1636307613149512,-0.0010820912048767495,0.27629233511586454,107.0,0.005509641873278238,123.0,1.9004117232788849,40.0,0.1836734693877551,0.791814946619217,0.39323843416370097,0.9947169923772535,45.0,1.2623327325400382,0.34782608695652173,0.5652173913043478,0.03681553890925782,0.14657756433705524
7,7,0,25,,10,A10,1.1711415206006366,1.327471883844918,41.0,109.0,1.3198457122689662,-6.026261017781972e-05,0.1140819964349376,143.0,0.03292181069958847,0.0,6.417912165725095,40.0,0.8448275862068966,-0.48932384341637014,0.3362989323843417,0.9962585192118617,104.0,1.192828593179853,0.7608695652173914,0.5869565217391305,0.030679615757714843,0.06559417683225614
8,14,0,25,,10,H9,0.2236364877783068,0.44224755277783734,28.0,102.0,1.0472701139131633,-0.0012691853535854454,0.11229946524064172,142.0,0.004629629629629629,169.0,2.0312334706014457,40.0,0.3695652173913043,-0.43060498220640564,-0.7953736654804271,0.994648964083797,56.0,1.2277848271631007,0.782608695652174,0.717391304347826,0.03681553890925782,0.13000205109683524
9,13,0,25,,10,G9,0.14311709753521806,-0.14166052685534414,15.0,47.0,0.8782741657632758,-0.006792260838311486,0.45454545454545453,83.0,0.004132231404958677,93.0,0.9877850231716245,23.0,0.32,-0.12633451957295372,-0.23131672597864772,0.9975119236125396,74.0,1.29340934982669,0.7608695652173914,0.5869565217391305,0.06749515466697266,0.22813009416733585
10,12,0,25,,10,F9,-0.22000745244601094,-0.45127444097737346,25.0,80.0,1.057302343209995,-0.0011727531783549544,0.44206773618538325,92.0,0.01183431952662722,183.0,1.4016628511119809,40.0,0.16666666666666666,-0.03736654804270467,0.3407473309608541,0.9968633719811809,86.0,1.2750723215852924,0.8478260869565217,0.6739130434782609,0.03681553890925782,0.19866151631279866
11,11,0,25,,10,E9,0.21628273340346138,0.5213092998115021,16.0,46.0,0.923849578568723,-0.00720256699620994,0.38146167557932265,141.0,0.01511715797430083,86.0,0.9416152427396682,25.0,0.3076923076923077,-0.36476868327402134,-0.29181494661921703,0.997108317126683,65.0,1.2580448078633912,0.6304347826086957,0.5217391304347826,0.06749515466697266,0.2165952764327401
12,10,0,25,,10,D9,-0.0920649135933228,-0.30726485254989144,34.0,100.0,1.0858522787565035,-0.0004957279345228871,0.3761140819964349,110.0,0.03856749311294766,186.0,1.7650181610292865,40.0,0.11764705882352941,0.6619217081850535,0.27224199288256234,0.9972680812707603,84.0,1.2688870233933935,0.17391304347826086,0.6739130434782609,0.030679615757714843,0.1811730362355579
13,9,0,25,,10,C9,0.5929225462201742,0.7906057769280836,33.0,126.0,1.1692234291092107,-0.0012252821660333605,0.33511586452762926,113.0,0.020576131687242795,0.0,1.5056537281123747,40.0,0.15517241379310345,0.6725978647686832,-0.2704626334519573,0.9966659318232234,93.0,1.2429295255600206,0.32608695652173914,0.7608695652173914,0.030679615757714843,0.15174468740776534
